TIMESTAMP_START,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,WS_F,RH
2003/7/29 7:30,21.13,563.8,334.4,6.379,92.2,0.752,74.56
2003/7/29 8:00,21.57,589.2,363.4,7.417,92.2,0.871,71.21
2003/7/29 8:30,21.38,485,370,7.262,92.2,0.61,71.48
2003/7/29 9:00,21.76,760.8,366.5,7.683,92.2,1.499,70.52
2003/7/29 9:30,21.96,586.6,371.9,7.416,92.2,1.468,71.89
2003/7/29 10:00,22.88,924,370.8,9.173,92.2,1.596,67.12
2003/7/29 10:30,23.35,806,370.4,10.663,92.2,1.751,62.85
2003/7/29 11:00,23.33,746.7,375.2,10.18,92.1,2.265,64.49
2003/7/29 11:30,23.64,793.1,361.9,10.381,92.1,1.914,64.46
2003/7/29 12:00,24.18,942,356.4,12.228,92.1,1.757,59.47
2003/7/29 12:30,24.59,886,356.4,14.19,92.1,1.444,54.11
2003/7/29 13:00,24.95,844,358.7,15.411,92.1,1.773,51.22
2003/7/29 13:30,25.25,778.2,360.1,16.479,92,1.587,48.76
2003/7/29 14:00,25.54,712.4,361.5,16.664,92,1.222,49.07
2003/7/29 14:30,26.09,650.6,362.9,17.716,92,0.985,47.59
2003/7/29 15:00,25.92,561.3,355.8,18.302,92,1.325,45.31
2003/7/29 15:30,26.15,451.8,356.3,18.383,92,0.946,45.81
2003/7/29 16:00,26.34,377.3,353.5,18.549,92,0.801,45.93
2003/7/29 16:30,26.57,280.3,351.7,19.459,92,0.619,44.04
2003/7/29 17:00,26.13,197.3,350.3,18.351,92,0.856,45.84
2003/7/29 17:30,25.74,104.7,348,16.631,92,0.735,49.77
2003/7/29 18:00,25.46,29.85,345.8,15.843,92,0.373,51.35
2003/7/30 4:00,17.32,1.78,325.4,1.444,92.2,1.863,92.7
2003/7/30 4:30,17.15,26.45,319,1.37,92.2,2.081,93
2003/7/30 5:00,17.07,84.6,315.3,1.168,92.3,1.944,94
2003/7/30 5:30,18,172.8,315.1,1.837,92.3,1.663,91.1
2003/7/30 6:00,18.96,271.8,316.6,3.201,92.3,1.874,85.4
2003/7/30 6:30,19.58,370,320.6,4.667,92.3,1.74,79.52
2003/7/30 7:00,20.39,469.3,323.1,7.797,92.2,1.837,67.46
2003/7/30 7:30,20.95,560.1,329,7.859,92.3,1.487,68.31
2003/7/30 8:00,21.48,639.4,332.9,9.42,92.3,1.906,63.23
2003/7/30 8:30,22.44,720.2,337.9,13.52,92.2,1.129,50.23
2003/7/30 9:00,23.12,778.4,343.1,14.049,92.2,1.169,50.37
2003/7/30 9:30,23.65,839,345.9,15.387,92.2,1.241,47.35
2003/7/30 10:00,24.05,880,350.4,15.633,92.2,1.192,47.78
2003/7/30 10:30,24.75,908,354.6,17.123,92.2,1.527,45.15
2003/7/30 11:00,25.31,923,357.4,18.426,92.2,1.744,42.91
2003/7/30 11:30,25.72,904,362.6,18.053,92.2,1.359,45.41
2003/7/30 12:00,26.01,839,369.8,17.982,92.2,1.604,46.55
2003/7/30 12:30,26.13,793.8,373.3,17.873,92.2,1.775,47.25
2003/7/30 13:00,26.57,842,370,18.948,92.2,1.882,45.51
2003/7/30 13:30,26.91,593.3,368.4,23.059,92.2,1.687,35
2003/7/30 14:00,26.87,569.5,375.2,22.647,92.2,1.458,36.01
2003/7/30 14:30,26.78,420.4,377.7,21.334,92.2,0.997,39.4
2003/7/30 15:00,27.15,494.2,379.1,20.349,92.2,1.078,43.44
2003/7/30 15:30,26.61,383.1,377.1,19.439,92.2,1.362,44.23
2003/7/30 16:00,26.24,224.5,368.5,18.341,92.2,1.317,46.22
2003/7/30 16:30,25.54,135.7,377.3,16.622,92.2,0.835,49.2
2003/7/30 17:00,24.87,77.66,380.5,14.47,92.2,0.969,53.98
2003/7/30 17:30,24.1,34.28,385.3,11.476,92.3,1.274,61.78
2003/7/30 18:00,23.75,12.69,390.6,10.749,92.3,1.387,63.44
2003/7/31 4:00,18.59,1.034,373.6,7.496,92.2,2.481,65.01
2003/7/31 4:30,18.31,16.34,363,7.318,92.2,2.38,65.24
2003/7/31 5:00,18.24,46.6,347.9,7.183,92.2,2.201,65.73
2003/7/31 5:30,17.84,88.1,333.6,6.218,92.2,1.331,69.58
2003/7/31 6:00,17.8,152.8,334.1,5.166,92.2,0.783,74.66
2003/7/31 6:30,19.13,301.3,331.4,6.007,92.2,0.661,72.89
2003/7/31 7:00,21.38,394.8,370.2,8.655,92.2,0.697,66.01
2003/7/31 7:30,22.35,357.4,368.2,9.764,92.2,0.252,63.86
2003/7/31 8:00,24.34,565.1,365.5,12.334,92.2,0.47,59.51
2003/7/31 8:30,25.95,698.2,372,16.135,92.2,0.764,51.87
2003/7/31 9:00,26.53,616,394,19.628,92.2,1.708,43.42
2003/7/31 9:30,26.21,440.9,397.8,18.244,92.2,2.536,46.41
2003/7/31 10:00,25.69,353.1,406.6,16.81,92.2,2.874,49.08
2003/7/31 10:30,25.35,340.4,409.7,15.555,92.2,3.642,51.92
2003/7/31 11:00,25.07,340.2,408,14.245,92.2,4.781,55.23
2003/7/31 11:30,24.3,211.2,403.4,12.745,92.2,3.301,58.06
2003/7/31 12:00,23.96,272.4,403.2,11.333,92.2,3.849,61.94
2003/7/31 12:30,23.45,199.2,400.2,10.089,92.2,4.235,65.06
2003/7/31 13:00,22.72,99.5,398.2,9.284,92.2,3.704,66.4
2003/7/31 13:30,22.34,62.52,396.2,10.73,92.3,4.169,60.26
2003/7/31 14:00,21.64,70.87,395.1,9.332,92.3,3.342,63.93
2003/7/31 14:30,19.42,89.8,397.4,4.957,92.3,2.429,78.03
2003/7/31 15:00,18.58,59.45,398.7,3.147,92.3,1.624,85.3
2003/7/31 15:30,17.86,56,395.4,2.476,92.3,1.799,87.9
2003/7/31 16:00,17.26,62.81,391,2.719,92.3,1.901,86.2
2003/7/31 16:30,17.06,39.61,392.2,2.413,92.2,1.46,87.6
2003/7/31 17:00,16.9,18.98,393.4,1.888,92.2,0.953,90.2
2003/7/31 17:30,16.92,14.19,393.8,1.928,92.2,0.912,90
2003/7/31 18:00,16.87,6.763,388.5,2.807,92.2,2.639,85.4
2003/8/1 4:00,17.7,1.168,392,2.695,92.1,2.479,86.7
2003/8/1 4:30,17.85,7.862,392.5,2.884,92.1,2.467,85.9
2003/8/1 5:00,18.14,15.01,394.9,3.249,92.1,2.348,84.4
2003/8/1 5:30,18.22,50.92,396.4,3.307,92.2,2.438,84.2
2003/8/1 6:00,18.32,66.91,398.2,3.265,92.2,2.237,84.5
2003/8/1 6:30,18.51,105.4,394.1,3.368,92.2,1.706,84.2
2003/8/1 7:00,19.55,271.5,375.1,4.458,92.1,2.069,80.4
2003/8/1 7:30,19.81,182.9,406.1,4.727,92.2,3.087,79.55
2003/8/1 8:00,19.91,222.1,405.6,4.652,92.2,2.609,80
2003/8/1 8:30,19.97,142.2,406.9,4.646,92.1,2.794,80.1
2003/8/1 9:00,19.94,144.8,407.4,4.544,92.1,2.658,80.5
2003/8/1 9:30,20.27,142.6,408.3,4.804,92.1,2.228,79.8
2003/8/1 10:00,20.22,122.5,407.3,4.552,92.1,2.11,80.8
2003/8/1 10:30,20.16,151.9,407.1,4.795,92.1,2.473,79.7
2003/8/1 11:00,20.02,115.5,405.5,5.033,92.1,2.354,78.51
2003/8/1 11:30,19.83,82,405.1,4.995,92.1,2.867,78.42
2003/8/1 12:00,19.96,96.5,406,5.366,92.1,2.183,77
2003/8/1 12:30,19.5,86.8,405,4.263,92.1,2.527,81.2
2003/8/1 13:00,19.13,57.44,403.7,3.324,92.1,1.258,85
2003/8/1 13:30,19.17,62.49,403.4,3.088,92.1,0.503,86.1
2003/8/1 14:00,19.5,172.8,412.5,3.038,92.1,0.546,86.6
2003/8/1 14:30,19.65,193.8,417.4,2.655,92.1,0.956,88.4
2003/8/1 15:00,19.92,134.8,418.7,2.909,92.1,0.71,87.5
2003/8/1 15:30,19.55,31.01,413.2,2.161,92.1,1.008,90.5
2003/8/1 16:00,19.16,25.56,411,1.554,92.1,0.451,93
2003/8/1 16:30,19.01,29.4,409.6,1.452,92.1,0.936,93.4
2003/8/1 17:00,18.87,28.6,408.3,1.374,92.1,1.169,93.7
2003/8/1 17:30,18.87,15.23,407.9,1.352,92.1,0.905,93.8
2003/8/1 18:00,18.85,7.916,407.4,1.372,92.1,0.671,93.7
2003/8/2 4:00,17.1,1.462,382.7,0.683,92,1.601,96.5
2003/8/2 4:30,17.14,18.01,382.6,0.86,92,1.44,95.6
2003/8/2 5:00,17.35,88.1,388.1,1.03,92.1,1.335,94.8
2003/8/2 5:30,18.17,105.6,400.1,1.544,92.1,0.74,92.6
2003/8/2 6:00,17.99,67.84,404,1.135,92.1,0.505,94.5
2003/8/2 6:30,18.36,165,405,1.056,92.1,0.364,95
2003/8/2 7:00,19.91,395,374.5,2.303,92.1,0.72,90.1
2003/8/2 7:30,21.7,480.9,377.1,5.373,92.1,0.763,79.31
2003/8/2 8:00,20.9,157.8,411.8,4.104,92.1,1.052,83.4
2003/8/2 8:30,20.55,211.7,410.7,3.509,92.1,1.279,85.5
2003/8/2 9:00,21.07,364.9,402.9,4.522,92.1,1.253,81.9
2003/8/2 9:30,21.55,304.4,412,4.966,92.1,0.875,80.7
2003/8/2 10:00,22.3,534.2,401,5.885,92,1.06,78.15
2003/8/2 10:30,23.15,565.3,410.6,7.112,92,0.963,74.92
2003/8/2 11:00,23.68,684.5,404.4,7.618,92,1.176,73.98
2003/8/2 11:30,23.5,369.5,418,7.614,92,1.339,73.71
2003/8/2 12:00,24.61,759.3,411.8,9.501,92,1.364,69.31
2003/8/2 12:30,24.96,610.5,397.4,9.85,91.9,0.842,68.84
2003/8/2 13:00,25.49,749.9,407.1,10.7,91.9,1.506,67.2
2003/8/2 13:30,25.29,607.5,404.8,10.19,91.9,1.592,68.39
2003/8/2 14:00,25.14,418.5,403.1,9.272,91.9,2.326,70.98
2003/8/2 14:30,25.18,570.4,389,9.105,92,2.729,71.57
2003/8/2 15:00,24.33,241.8,407.6,7.574,92,2.299,75.12
2003/8/2 15:30,25.58,537.3,382.3,11.669,92,3.52,64.42
2003/8/2 16:00,25.37,397.4,369.6,10.994,92,3.358,66.06
2003/8/2 16:30,24.76,300.2,360.4,9.986,92,3.358,68.03
2003/8/2 17:00,24.09,155.4,356.2,9.048,92,2.917,69.85
2003/8/2 17:30,23.7,112.4,356,8.472,92,1.778,71.1
2003/8/2 18:00,23.09,32.59,354,7.214,92.1,1.232,74.47
2003/8/3 4:00,17.66,0.578,330.2,2.041,92.2,3.477,89.9
2003/8/3 4:30,17.71,25.09,337.5,2.271,92.2,3.784,88.8
2003/8/3 5:00,17.91,101.4,326.1,2.751,92.2,3.198,86.6
2003/8/3 5:30,18.76,167.5,335,3.833,92.2,3.052,82.3
2003/8/3 6:00,19.57,283.6,319.9,5.024,92.3,2.542,77.94
2003/8/3 6:30,20.42,348.2,321.9,6.877,92.3,2.64,71.35
2003/8/3 7:00,21.75,474.5,326.5,9.783,92.2,3.161,62.44
2003/8/3 7:30,22.74,559.7,332.1,12.498,92.2,3.509,54.82
2003/8/3 8:00,23.49,647.2,336.2,13.972,92.2,3.16,51.73
2003/8/3 8:30,24.29,721.8,341.2,15.21,92.2,2.899,49.92
2003/8/3 9:00,24.98,788,346.7,16.995,92.2,3.21,46.3
2003/8/3 9:30,25.05,702.9,350.5,18.245,92.2,4.233,42.59
2003/8/3 10:00,25.17,837,357.7,17.624,92.2,4.342,44.94
2003/8/3 10:30,25.35,925,361.4,17.354,92.2,4.447,46.36
2003/8/3 11:00,25.52,786.9,370,16.994,92.2,4.471,48
2003/8/3 11:30,25.6,863,386.1,16.477,92.2,4.063,49.82
2003/8/3 12:00,25.26,534.4,380.8,15.289,92.2,4.31,52.49
2003/8/3 12:30,25.44,667,382.3,15.382,92.2,4.116,52.71
2003/8/3 13:00,25.94,811,375.5,17.405,92.2,3.812,48.05
2003/8/3 13:30,25.51,479.9,375.5,15.939,92.3,3.151,51.2
2003/8/3 14:00,25.19,375.6,371.5,16.924,92.2,3.81,47.19
2003/8/3 14:30,25.18,394.3,371.6,17.353,92.3,3.898,45.82
2003/8/3 15:00,24.86,302.2,367.5,17.726,92.3,4.263,43.59
2003/8/3 15:30,24.67,316.7,369.9,16.345,92.3,2.953,47.39
2003/8/3 16:00,24.92,281.1,376.6,15.531,92.3,3.097,50.75
2003/8/3 16:30,24.62,270.1,357.6,16.43,92.3,3.847,46.96
2003/8/3 17:00,24.05,158.7,340.5,14.208,92.3,2.28,52.54
2003/8/3 17:30,22.86,60.23,335.3,11.433,92.3,2.226,58.97
2003/8/3 18:00,21.66,21.63,338.8,9.051,92.4,2.803,65.06
2003/8/4 4:00,15.29,1.116,301.9,1.425,92.6,2.234,91.8
2003/8/4 4:30,15.32,25.99,300.8,1.428,92.6,2.145,91.8
2003/8/4 5:00,15.93,88.6,300.8,1.865,92.7,2.059,89.7
2003/8/4 5:30,16.75,176.2,302.1,2.537,92.7,1.767,86.7
2003/8/4 6:00,17.96,273.4,306.5,3.789,92.7,1.413,81.6
2003/8/4 6:30,19.06,372.3,311.6,5.641,92.7,1.376,74.43
2003/8/4 7:00,19.88,469.1,317.3,7.225,92.7,1.7,68.88
2003/8/4 7:30,20.53,564.6,321.2,9.508,92.7,2.496,60.66
2003/8/4 8:00,20.99,653.9,326.6,10.564,92.7,3.069,57.51
2003/8/4 8:30,21.49,713,334.6,11.3,92.7,3.01,55.92
2003/8/4 9:00,21.99,814,349.8,12.01,92.7,2.983,54.56
2003/8/4 9:30,22.17,751.2,355.4,12.535,92.7,2.999,53.09
2003/8/4 10:00,22.81,831,355.5,13.76,92.7,2.628,50.47
2003/8/4 10:30,23.23,855,366.7,14.783,92.7,2.569,48.12
2003/8/4 11:00,23.42,644.2,368.1,15.06,92.7,2.455,47.75
2003/8/4 11:30,23.51,700.5,363.9,15.557,92.7,2.56,46.32
2003/8/4 12:00,24.2,900,364.1,16.786,92.6,2.551,44.43
2003/8/4 12:30,23.16,226.1,395.9,13.884,92.7,2.528,51.07
2003/8/4 13:00,22.61,550,373.1,11.892,92.6,2.781,56.67
2003/8/4 13:30,22.37,313.3,363.8,11.877,92.6,1.622,56.09
2003/8/4 14:00,23.71,763.6,352.6,13.944,92.6,3.181,52.46
2003/8/4 14:30,24.25,673,347.9,15.803,92.6,2.657,47.84
2003/8/4 15:00,24.76,549.2,348.1,16.914,92.6,2.401,45.85
2003/8/4 15:30,24.52,368.1,346.4,15.38,92.6,2.938,50.05
2003/8/4 16:00,23.74,128.6,345.2,13.726,92.6,4.061,53.29
2003/8/4 16:30,22.47,29.63,380.1,11.732,92.6,3.586,56.89
2003/8/4 17:00,19.54,30.43,374.6,5.801,92.6,2.303,74.48
2003/8/4 17:30,18.95,31.23,357.9,5.666,92.6,2.444,74.14
2003/8/4 18:00,18.59,22.37,351.7,6.258,92.7,2.728,70.79
2003/8/5 4:00,15.01,1.296,331,2.253,92.8,2.094,86.8
2003/8/5 4:30,14.84,17.8,335.8,2.009,92.8,1.117,88.1
2003/8/5 5:00,16.02,41.33,363,2.786,92.9,2.778,84.7
2003/8/5 5:30,17.55,131.1,322.5,4.08,92.8,2.134,79.67
2003/8/5 6:00,19.06,269.7,326.5,5.282,92.8,0.924,76.06
2003/8/5 6:30,18.8,264.1,325.8,4.654,92.9,0.71,78.56
2003/8/5 7:00,19.36,409.2,329,4.988,92.9,0.962,77.81
2003/8/5 7:30,20.91,497.5,342.7,6.42,92.8,0.833,74.05
2003/8/5 8:00,21.26,499.6,350.2,6.549,92.8,1.069,74.09
2003/8/5 8:30,22.24,582.2,361.6,7.662,92.8,1.377,71.45
2003/8/5 9:00,23.37,668.6,369.6,9.449,92.8,1.008,67.12
2003/8/5 9:30,24.23,679.7,375.9,10.776,92.8,1.275,64.39
2003/8/5 10:00,24.52,515.6,390.5,12.006,92.8,1.672,61.01
2003/8/5 10:30,24.65,493.2,389.4,13.167,92.8,2.068,57.57
2003/8/5 11:00,25.56,873,380.7,16.019,92.8,2.5,51.1
2003/8/5 11:30,25.84,702.2,382.4,17.593,92.7,1.951,47.18
2003/8/5 12:00,25.92,724.8,379.8,17.619,92.7,2.16,47.35
2003/8/5 12:30,26.55,740.2,387.6,18.564,92.7,1.537,46.55
2003/8/5 13:00,26.53,760.8,372.5,19.403,92.7,2.597,44.07
2003/8/5 13:30,26.8,656.4,372,20.436,92.7,2.432,42.02
2003/8/5 14:00,26.55,523.2,381.2,19.287,92.7,2.92,44.47
2003/8/5 14:30,26.44,475,379.8,18.403,92.6,2.192,46.67
2003/8/5 15:00,26.29,401,370.1,18.313,92.6,2.004,46.46
2003/8/5 15:30,26.85,513.9,360.9,19.665,92.6,1.85,44.37
2003/8/5 16:00,26.66,371.9,348.1,19.873,92.6,1.841,43.15
2003/8/5 16:30,26.89,276.9,343,21.115,92.6,1.274,40.41
2003/8/5 17:00,26.66,174.4,343.5,19.744,92.5,1.103,43.52
2003/8/5 17:30,26.4,88.6,343.4,18.745,92.6,0.692,45.55
2003/8/5 18:00,25.63,33.5,344.2,16.444,92.6,0.905,50.01
2003/8/6 4:00,17.87,0.274,380.3,6.237,92.1,1.296,69.54
2003/8/6 4:30,18.29,4.482,381.6,6.905,92.1,1.48,67.16
2003/8/6 5:00,18.56,12.21,382.4,7.685,92.1,1.765,64.06
2003/8/6 5:30,19.2,10.78,390.6,9.005,92.1,3.737,59.54
2003/8/6 6:00,15.39,12.93,386.2,2.501,92.1,3.004,85.7
2003/8/6 6:30,15,21.4,384.3,2.286,92.1,2.792,86.6
2003/8/6 7:00,14.79,17.06,383.2,2.205,92.1,2.828,86.9
2003/8/6 7:30,14.45,28.22,383.4,1.63,91.9,2.706,90.1
2003/8/6 8:00,14.51,49.65,383.5,1.57,91.9,3.114,90.5
2003/8/6 8:30,14.86,111.4,384.1,1.86,91.8,2.497,89
2003/8/6 9:00,15.7,192.6,374.5,3.087,91.7,2.69,82.7
2003/8/6 9:30,17.23,198.5,369.4,6.25,91.7,5.25,68.22
2003/8/6 10:00,17.9,170.9,375.1,7.421,91.7,5.821,63.83
2003/8/6 10:30,18.1,120.3,379,7.265,91.6,5.183,65.03
2003/8/6 11:00,18,178.2,369.6,6.479,91.5,5.012,68.62
2003/8/6 11:30,18.29,185.9,372.4,6.581,91.5,5.128,68.7
2003/8/6 12:00,18.58,226.7,374.6,7.066,91.5,4.497,67
2003/8/6 12:30,18.82,128.6,388.7,7.153,91.5,4.258,67.09
2003/8/6 13:00,18.55,109.8,394.5,6.441,91.5,2.444,69.86
2003/8/6 13:30,19.42,253.1,379.3,6.503,91.5,1.792,71.18
2003/8/6 14:00,21.42,441.5,386.8,8.49,91.5,1.504,66.74
2003/8/6 14:30,23.81,362.4,390.9,12.886,91.5,4.394,56.33
2003/8/6 15:00,24.88,641.8,369.7,15.082,91.5,5.617,52.06
2003/8/6 15:30,24.94,465.2,352.6,15.556,91.5,5.009,50.73
2003/8/6 16:00,24.33,161.1,353.9,14.452,91.5,5.249,52.53
2003/8/6 16:30,24.17,248.9,373.7,13.864,91.5,4.24,54.02
2003/8/6 17:00,23.82,143.2,348.3,12.879,91.5,3.488,56.38
2003/8/6 17:30,23.08,88.7,353.1,11.417,91.6,3.414,59.57
2003/8/7 4:00,15.26,0.225,324.8,2.029,91.8,2.97,88.3
2003/8/7 4:30,15.31,3.279,377.8,1.897,91.8,2.393,89.1
2003/8/7 5:00,15.58,9.01,380.3,2.089,91.8,2.632,88.2
2003/8/7 5:30,15.05,19.43,387.5,1.198,91.8,2.039,93
2003/8/7 6:00,15.28,42.59,385.2,1.389,91.8,2.911,92
2003/8/7 6:30,15.42,114.4,382.5,1.577,91.8,3.317,91
2003/8/7 7:00,15.48,193.4,383,1.319,91.8,3.565,92.5
2003/8/7 7:30,15.83,221.9,375.5,1.457,91.8,3.072,91.9
2003/8/7 8:00,16.27,189.6,382.4,1.943,91.8,2.911,89.5
2003/8/7 8:30,16.57,304.1,378.7,2.509,91.8,4.144,86.7
2003/8/7 9:00,17.08,416.8,375.1,3.39,91.8,3.851,82.6
2003/8/7 9:30,17.81,476.4,378.5,4.666,91.8,4.991,77.13
2003/8/7 10:00,17.33,221.2,387.3,4.099,91.8,3.433,79.29
2003/8/7 10:30,17.64,140.1,389,4.39,91.8,3.476,78.25
2003/8/7 11:00,17.25,269.3,385.3,3.545,91.8,3.111,82
2003/8/7 11:30,17.56,304.3,385.8,3.474,91.8,3.044,82.7
2003/8/7 12:00,16.7,313.9,387.4,1.788,91.8,2.691,90.6
2003/8/7 12:30,17.16,340.9,382.3,2.193,91.8,2.69,88.8
2003/8/7 13:00,17.99,289.8,389.6,3.116,91.8,2.252,84.9
2003/8/7 13:30,17.74,92.2,389.6,3.189,91.8,2.645,84.3
2003/8/7 14:00,16.88,114.1,387,2.116,91.8,2.58,89
2003/8/7 14:30,17.45,255.3,385.2,2.732,91.8,2.314,86.3
2003/8/7 15:00,18.35,260.3,383.1,3.778,91.8,2.21,82.1
2003/8/7 15:30,17.97,111.2,390.5,3.689,91.8,3.053,82.1
2003/8/7 16:00,17.92,123.8,390.3,3.944,91.8,2.233,80.8
2003/8/7 16:30,17.52,57,389.8,3.485,91.8,2.944,82.6
2003/8/7 17:00,16.48,87,396,1.744,91.8,1.944,90.7
2003/8/7 17:30,16.59,37.59,377.5,1.926,91.8,2.631,89.8
2003/8/8 4:00,15.08,0.271,386.2,0.994,91.7,2.406,94.2
2003/8/8 4:30,15.12,6.081,386.6,1.066,91.7,2.349,93.8
2003/8/8 5:00,15.12,31.83,387.1,1.014,91.7,2.304,94.1
2003/8/8 5:30,15.51,75.83,389.6,1.357,91.7,2.383,92.3
2003/8/8 6:00,15.72,66.79,389.5,1.554,91.8,1.835,91.3
2003/8/8 6:30,16.06,111.4,384.1,1.808,91.8,1.925,90.1
2003/8/8 7:00,16.42,129.3,379.8,2.26,91.8,1.896,87.9
2003/8/8 7:30,16.96,265.3,374.8,3.055,91.8,2.111,84.2
2003/8/8 8:00,17.65,386.6,377.5,4.187,91.7,3.273,79.27
2003/8/8 8:30,18.05,421,377,4.792,91.7,3.057,76.86
2003/8/8 9:00,17.86,354.4,373.2,4.504,91.7,2.619,77.99
2003/8/8 9:30,18.4,308.8,387,5.153,91.7,2.459,75.66
2003/8/8 10:00,18.89,692.5,368.9,5.575,91.7,2.609,74.46
2003/8/8 10:30,19.49,840,353.9,6.579,91.7,3.767,70.97
2003/8/8 11:00,20.11,848,364.8,7.498,91.6,2.815,68.16
2003/8/8 11:30,20.66,848,368.6,8.902,91.6,3.565,63.46
2003/8/8 12:00,20.71,806,368.6,8.736,91.6,3.685,64.25
2003/8/8 12:30,21.28,800,368.3,9.997,91.6,3.304,60.5
2003/8/8 13:00,20.87,551.4,377.4,9.22,91.6,3.958,62.64
2003/8/8 13:30,20.71,741.1,347.7,9.01,91.6,4.365,63.13
2003/8/8 14:00,20.77,601.7,347,9.328,91.6,3.937,61.97
2003/8/8 14:30,21.12,594,351.5,9.851,91.6,3.724,60.69
2003/8/8 15:00,21.45,598.1,346.7,10.528,91.6,3.76,58.83
2003/8/8 15:30,21.22,413.2,339.3,9.897,91.6,2.867,60.75
2003/8/8 16:00,20.71,251.1,356.2,9.315,91.6,3.216,61.88
2003/8/8 16:30,20.7,211,357.1,8.663,91.6,2.485,64.53
2003/8/8 17:00,20.14,151.1,334.9,7.955,91.6,2.653,66.28
2003/8/8 17:30,19.96,96.9,320.5,7.226,91.6,2.201,69.03
2003/8/9 4:00,13.32,1.105,307.2,1.101,91.5,2.52,92.8
2003/8/9 4:30,13.49,19.45,307.6,1.253,91.5,2.662,91.9
2003/8/9 5:00,13.69,37.87,304.1,1.316,91.5,2.284,91.6
2003/8/9 5:30,14.43,178.7,324.4,1.71,91.5,0.667,89.6
2003/8/9 6:00,15.44,128.8,359.3,2.229,91.5,0.541,87.3
2003/8/9 6:30,15.54,80.6,372.1,2.049,91.5,0.718,88.4
2003/8/9 7:00,15.96,161.1,369.7,2.141,91.5,0.665,88.2
2003/8/9 7:30,17.31,220.1,377.9,3.36,91.5,1.638,83
2003/8/9 8:00,18.38,268.5,373.3,4.58,91.5,1.908,78.34
2003/8/9 8:30,19.71,666.3,350.9,6.853,91.5,2.931,70.17
2003/8/9 9:00,20.85,578.4,369.3,8.462,91.5,1.819,65.67
2003/8/9 9:30,21.25,506.5,387.2,8.804,91.5,1.947,65.15
2003/8/9 10:00,21.43,493.9,393.3,8.554,91.5,1.942,66.51
2003/8/9 10:30,21.46,419.8,399.4,8.695,91.4,2.298,66.02
2003/8/9 11:00,19.92,351.4,383.7,5.544,91.4,4.001,76.18
2003/8/9 11:30,20.19,834,354.8,4.804,91.4,3.072,79.7
2003/8/9 12:00,21.58,626.7,368.4,7.615,91.4,2.756,70.46
2003/8/9 12:30,21.75,565.5,359.1,9.028,91.4,4.076,65.34
2003/8/9 13:00,22.06,513.4,364.4,10.161,91.4,3.831,61.72
2003/8/9 13:30,21.58,269.6,364.8,9.249,91.4,2.361,64.12
2003/8/9 14:00,21.42,292.2,363.7,8.314,91.3,2.426,67.43
2003/8/9 14:30,21.52,318.9,366.8,8.447,91.4,2.628,67.11
2003/8/9 15:00,21.34,249.1,365.3,8.596,91.4,2.886,66.16
2003/8/9 15:30,20.79,159.1,365.6,7.596,91.4,2.185,69.07
2003/8/9 16:00,20.13,111.1,372.3,6.89,91.4,2.745,70.78
2003/8/9 16:30,18.94,67.55,362.6,5.864,91.4,2.228,73.22
2003/8/9 17:00,18.59,33.83,363.6,5.095,91.4,1.986,76.22
2003/8/9 17:30,18.61,76.11,355.6,4.511,91.4,2.251,78.97
2003/8/10 4:30,12.54,25.2,287.4,1.933,91.7,3.607,86.7
2003/8/10 5:00,13.18,74.1,287.2,2.547,91.7,3.647,83.2
2003/8/10 5:30,13.86,153.7,289.9,3.245,91.7,3.454,79.52
2003/8/10 6:00,15.49,192.8,311.8,5.311,91.7,3.597,69.83
2003/8/10 6:30,15.9,191.7,317,5.723,91.7,3.637,68.33
2003/8/10 7:00,16.35,237.4,319.5,5.782,91.7,3.274,68.91
2003/8/10 7:30,17.1,354.9,321.1,6.018,91.7,2.647,69.15
2003/8/10 8:00,18.26,483.8,325,7.423,91.7,2.817,64.63
2003/8/10 8:30,19.05,640.8,319.9,9.161,91.7,3.443,58.45
2003/8/10 9:00,19.8,694.7,323.6,10.604,91.7,3.055,54.1
2003/8/10 9:30,20.59,614.8,357.4,11.779,91.7,2.642,51.44
2003/8/10 10:00,19.54,245.4,377.1,9.627,91.7,2.024,57.65
2003/8/10 10:30,19.38,629.7,369,8.53,91.7,1.979,62.1
2003/8/10 11:00,20.73,425.9,379.1,11.257,91.7,3.497,53.99
2003/8/10 11:30,21.07,538,369.9,11.795,91.6,4.331,52.79
2003/8/10 12:00,21.37,421,381.1,11.426,91.6,3.508,55.1
2003/8/10 12:30,19.55,116.8,372.7,8.116,91.7,2.832,64.32
2003/8/10 13:00,16.48,306.4,361.3,4.248,91.7,3.98,77.35
2003/8/10 13:30,16.32,469.5,348.1,3.471,91.7,2.678,81.3
2003/8/10 14:00,18.44,461.5,344.1,5.542,91.7,2.535,73.89
2003/8/10 14:30,18.77,208.7,355.8,5.854,91.7,3.056,72.98
2003/8/10 15:00,18.79,274.2,352.1,6.358,91.7,3.862,70.69
2003/8/10 15:30,18.79,294.8,351.4,7.083,91.7,2.906,67.35
2003/8/10 16:00,19.83,127.2,363.1,8.256,91.7,2.501,64.33
2003/8/10 16:30,18.52,102.7,360,6.145,91.7,2.436,71.19
2003/8/10 17:00,17.83,123.9,345.4,4.261,91.8,2.297,79.14
2003/8/10 17:30,18.71,93.2,331.3,5.524,91.8,1.943,74.41
